title,num_rooms,num_bedrooms,type_of_good,total_area,total_land_area,condition,latitude,longitude,city,region,features,url,price,Antenne parabolique,Ascenseur,Chambre rangement,Chauffage central,Cheminée,Climatisation,Concierge,Cuisine équipée,Double vitrage,Entre-seul,Four,Garage,Jardin,Machine à laver,Meublé,Micro-ondes,Piscine,Porte blindée,Réfrigérateur,Salon européen,Sécurité,Terrasse,Vue sur les montagnes,Vue sur mer
Villa avec jardin 480m² terrain à vendre Hammamet,7,3,Villa,280,486.0,Bon état,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Garage;Entre-seul;Climatisation;Chauffage central;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8130690/villa-avec-jardin-480m%C2%B2-terrain-%C3%A0-vendre-hammamet,850000,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False
Maison en train de construire,1,3,Maison,180,150.0,Nouveau,36.8094099,9.9089889,Mornaguia,Mornaguia,Jardin;Garage,https://www.mubawab.tn/fr/a/8198787/maison-en-train-de-construire,12345,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
A vendre Villa S3 à Khazroun Djerba Titrée,4,3,Maison,150,,Nouveau,33.80979263279403,10.990168535625717,Midoune,Midoun,Jardin;Terrasse,https://www.mubawab.tn/fr/a/8198858/a-vendre-villa-s3-%C3%A0-khazroun-djerba-titr%C3%A9e,420000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Maison de maître route du relai,3,2,Villa,200,460.0,Bon état,36.876389,10.325278,Bhar Lazreg,La Marsa,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Climatisation;Chauffage central;Double vitrage;Cuisine équipée;Réfrigérateur;Four,https://www.mubawab.tn/fr/a/8198888/maison-de-ma%C3%AEtre-route-du-relai,1500000,False,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False
A vendre Belle Villa a Aghir Djerba,3,3,Villa,500,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7977965/a-vendre-belle-villa-a-aghir-djerba,670000,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False
À Vendre Villa avec piscine à Chatt mariem sousse,4,4,Villa,450,,Nouveau,35.951365,10.54783,Chott Meriem,Akouda,Jardin;Terrasse;Vue sur mer;Piscine;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8152960/%C3%A0-vendre-villa-avec-piscine-%C3%A0-chatt-mariem-sousse,1300000,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
Etage de villa en vente,,,Villa,158,,,36.8604803,10.1604276,Nouvelle Ariana,Ariana Ville,Terrasse,https://www.mubawab.tn/fr/a/8184928/etage-de-villa-en-vente,420000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Maison à 2 niveux,2,2,Maison,100,,Bon état,36.81881,10.16596,Abou El Kacem Chebbi,Tunis,Jardin;Terrasse;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8195695/maison-%C3%A0-2-niveux,290000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
Villa jumelée en vente,5,3,Villa,200,,Nouveau,36.45056,10.73505,Nabeul,Nabeul,Jardin;Cuisine équipée,https://www.mubawab.tn/fr/a/8072409/villa-jumel%C3%A9e-en-vente,850000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Villa individuelle en vente,,,Villa,501,,,36.6938694,10.2622167,El Mourouj 4,El Mourouj,Jardin;Garage;Cuisine équipée,https://www.mubawab.tn/fr/a/8196039/villa-individuelle-en-vente,550000,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Villa individuelle en vente,,,Villa,305,,,37.266667,9.866667,Bizerte,,Jardin;Sécurité,https://www.mubawab.tn/fr/a/8195449/villa-individuelle-en-vente,650000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Fort potentiel comercial Médina Tun Z.  Touristique,4,2,Maison,310,130.0,À rénover,36.81881,10.16596,La Medina,,Terrasse,https://www.mubawab.tn/fr/a/8196212/fort-potentiel-comercial-m%C3%A9dina-tun-z-touristique,430000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A vendre villa de 580 m² sur un terrain de 439 m²,12,9,Villa,580,439.0,Bon état,36.8625,10.19556,Cité Ennouzha,Ariana Ville,Jardin;Terrasse;Garage;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8135421/a-vendre-villa-de-580-m%C2%B2-sur-un-terrain-de-439-m%C2%B2,1300000,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False
A vendre villa de 485 m² sur un terrain de 400 m²,7,6,Maison,485,400.0,À rénover,36.0683,9.97244,Hammam Chatt,Hammam Chatt,Jardin;Terrasse;Garage;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8047925/a-vendre-villa-de-485-m%C2%B2-sur-un-terrain-de-400-m%C2%B2,650000,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
A vendre Villa 800 m² à Chotrana III La soukra,11,6,Maison,800,,Bon état,36.88833,10.27417,La Soukra,La Soukra,Jardin;Terrasse;Garage;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/7876250/a-vendre-villa-800-m%C2%B2-%C3%A0-chotrana-iii-la-soukra,990000,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa jumelée en vente,,,Villa,640,,,36.45056,10.73505,Nabeul,Nabeul,Jardin;Terrasse;Garage,https://www.mubawab.tn/fr/a/8098911/villa-jumel%C3%A9e-en-vente,980000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa Style américain à vendre à El Mourouj 3,10,5,Maison,180,,Bon état,36.6938694,10.2622167,El Mourouj 3,El Mourouj,Terrasse,https://www.mubawab.tn/fr/a/8196539/villa-style-am%C3%A9ricain-%C3%A0-vendre-%C3%A0-el-mourouj-3,480000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Villa LYRA,5,4,Villa,300,,Nouveau,36.40132728511007,10.61908490442055,Hammamet,Hammamet,Jardin;Terrasse;Garage;Piscine;Entre-seul;Salon européen;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8098229/villa-lyra,880000,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False
Villa la rose,5,4,Maison,420,,Nouveau,36.40107999999999,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Salon européen;Climatisation;Chauffage central;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8013023/villa-la-rose,756000,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False
Villa Jardins De Carthage Tunis PROPRIÉTAIRE,,8,Villa,652,652.0,Bon état,36.85415044669878,10.303325864442536,Les Jardins de Carthage,Le Kram,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Entre-seul;Cheminée;Climatisation;Chauffage central;Sécurité,https://www.mubawab.tn/fr/a/8140455/villa-jardins-de-carthage-tunis-propri%C3%A9taire,2500000,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False
Lot maisons raoued a 300m de la mer,3,2,Maison,350,500.0,Bon état,36.954444,10.191389,Cité des Juges,Raoued,Jardin;Terrasse;Vue sur mer,https://www.mubawab.tn/fr/a/8196674/lot-maisons-raoued-a-300m-de-la-mer,450000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
A vendre: Villa S5 à l' aouina,6,4,Villa,495,,Nouveau,36.876389,10.325278,Aouina,La Marsa,Jardin;Terrasse;Garage;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8140710/a-vendre-villa-s5-%C3%A0-l-aouina,1450000,True,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False
Villa inachevée en vente,,,Villa,280,,,37.266667,9.866667,Bizerte,,Jardin;Garage,https://www.mubawab.tn/fr/a/8197008/villa-inachev%C3%A9e-en-vente,410000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Villa lella fatma,5,4,Villa,550,,Nouveau,36.40107999999999,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Salon européen;Cheminée;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7914197/villa-lella-fatma,1150000,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False
3 étage S3,3,3,Maison,213,213.0,Nouveau,36.833333,10.316667,Le Kram,Le Kram,Garage;Chauffage central,https://www.mubawab.tn/fr/a/8197122/3-%C3%A9tage-s3,400000,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Villa avec piscine et abri à kélibia,3,2,Villa,130,530.0,Nouveau,36.8493,11.0918,Kélibia,,Jardin;Piscine;Sécurité;Cuisine équipée,https://www.mubawab.tn/fr/a/8049948/villa-avec-piscine-et-abri-%C3%A0-k%C3%A9libia,650000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
Villa belle vue a vendre Monchar Hammamet,8,4,Villa,870,340.0,Nouveau,36.40108,10.61457,Yasmine Hammamet,Hammamet,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Piscine;Chambre rangement;Salon européen;Climatisation;Cuisine équipée;Réfrigérateur;Four;Micro-ondes,https://www.mubawab.tn/fr/a/8181959/villa-belle-vue-a-vendre-monchar-hammamet,980000,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True
A vendre maison indépendant sur trois niveaux à Bo,6,6,Maison,120,,Nouveau,35.8273,10.6339,Bouhssina,Sousse Ville,Jardin;Terrasse,https://www.mubawab.tn/fr/a/8192987/a-vendre-maison-ind%C3%A9pendant-sur-trois-niveaux-%C3%A0-bo,160000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Duplexe à proximité de la zone touristique,5,4,Maison,180,100.0,Bon état,35.3581191,10.7299779,Mahdia,,Terrasse;Antenne parabolique;Cuisine équipée,https://www.mubawab.tn/fr/a/8193007/duplexe-%C3%A0-proximit%C3%A9-de-la-zone-touristique,350000,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Rare opportunité: Double Maisons avec accés séparé,2,4,Maison,110,110.0,Bon état,36.69738663354306,10.275891008539354,Zaouit Mornag,Mornag,Terrasse;Garage;Entre-seul;Antenne parabolique,https://www.mubawab.tn/fr/a/8193330/rare-opportunit%C3%A9-double-maisons-avec-acc%C3%A9s-s%C3%A9par%C3%A9,360000,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Villa à vendre à Bizerte Le Corniche. 3 pièces confortables. Places de stationnement et terrasse,3,4,Villa,350,1014.0,À rénover,37.2840417,9.867188900000002,Bizerte Le Corniche,Bizerte Nord,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Chambre rangement;Porte blindée,https://www.mubawab.tn/fr/a/8193361/villa-%C3%A0-vendre-%C3%A0-bizerte-le-corniche-3-pi%C3%A8ces-confortables-places-de-stationnement-et-terrasse,910000,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True
À VENDRE – Immeuble R3 en cours de finition,16,12,Maison,560,200.0,Nouveau,36.57724,10.34246,Bou Mhel,Boumhel Bassatine,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Entre-seul;Antenne parabolique;Sécurité,https://www.mubawab.tn/fr/a/8146607/%C3%A0-vendre-%E2%80%93-immeuble-r3-en-cours-de-finition,690000,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True
Maison en S3 à vendre au centre Hammamet,9,3,Maison,270,135.0,Bon état,36.40108,10.61457,Hammamet,Hammamet,Terrasse;Chauffage central;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8116693/maison-en-s3-%C3%A0-vendre-au-centre-hammamet,600000,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Jolie Villa indépendante au cœur du village de Soliman plage région du CAP BON TUNISIE,,4,Villa,426,,Bon état,36.73095910902306,10.468903057507957,Soliman,,Jardin;Terrasse;Garage;Ascenseur;Vue sur mer;Vue sur les montagnes;Piscine;Concierge;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7631728/jolie-villa-ind%C3%A9pendante-au-c%C5%93ur-du-village-de-soliman-plage-r%C3%A9gion-du-cap-bon-tunisie,399000,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Villa S4 avec piscine à La Soukra,6,5,Villa,530,,Bon état,36.883333,10.25,La Soukra,La Soukra,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Climatisation;Chauffage central;Porte blindée;Cuisine équipée;Four;Micro-ondes,https://www.mubawab.tn/fr/a/8059538/villa-s4-avec-piscine-%C3%A0-la-soukra,1530000,False,False,True,True,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,True,False,False
À Vendre Maison à Sousse,4,4,Maison,165,,Bon état,35.8318766,10.5945561,Sousse Ville,Sousse Ville,Garage;Chambre rangement,https://www.mubawab.tn/fr/a/8193860/%C3%A0-vendre-maison-%C3%A0-sousse,370000,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Une Villa à Vendre,7,4,Villa,375,562.0,Bon état,36.845235,10.164723,El Manar 1,El Menzah,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée,https://www.mubawab.tn/fr/a/8151341/une-villa-%C3%A0-vendre,1500000,False,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False
A vendre Villa Jumelée à Soukra Chotrana 3,4,3,Maison,400,300.0,Bon état,36.883333,10.25,Chotrana 3,La Soukra,Jardin;Terrasse;Garage;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8110325/a-vendre-villa-jumel%C3%A9e-%C3%A0-soukra-chotrana-3,850000,True,False,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Maison à vendre à Wardia 4 – Tunis,,4,Maison,100,,Bon état,36.81881,10.16596,El Ouardia 4,El Kabaria,,https://www.mubawab.tn/fr/a/8194146/maison-%C3%A0-vendre-%C3%A0-wardia-4-%E2%80%93-tunis,190000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A vendre appartement a mourouj 5,3,2,Maison,82,,Bon état,36.6938694,10.2622167,El Mourouj 5,El Mourouj,Terrasse,https://www.mubawab.tn/fr/a/8194177/a-vendre-appartement-a-mourouj-5,125000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A. V vaste villa de 560 m2,14,14,Maison,450,560.0,Bon état,36.818056,10.305,La Goulette,La Goulette,Jardin;Terrasse;Antenne parabolique;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8194206/a-v-vaste-villa-de-560-m2,1480000,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
A vendre une villa à Manar1,7,4,Villa,402,,Bon état,36.8331947,10.1384603,El Manar 1,El Menzah,Jardin;Terrasse;Garage;Entre-seul;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée,https://www.mubawab.tn/fr/a/8065584/a-vendre-une-villa-%C3%A0-manar1,920000,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False
Villa luxueuse neuve à vendre Chotrana 3,5,4,Villa,210,270.0,Nouveau,36.883333,10.25,Chotrana 3,La Soukra,Jardin;Terrasse;Garage;Piscine;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8194583/villa-luxueuse-neuve-%C3%A0-vendre-chotrana-3,870000,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False
